0,China focuses on 28nm and 14nm chips 每 core enablers of the internet of everything 每 28nm chips form the dividing line between mid and high-end integrated circuit manufacturing.,
0,It is these and midrange and low-end chips that will cater for most of the future demand for chips as Artificial Intelligence (AI) features and functions are embedded in the rapidly growing population of more or less autonomous connected devices. ,
0,These devices range from cars to smart traffic lights and companion robots to biomedical devices.,
-1,"What capabilities that 28nm and lower end chips can＊t satisfy, will be very largely be met using 14nm and 20nm technologies.",
0,"The US and China are locked in a battle to achieve tech supremacy in 5G, AI, quantum computing, autonomous vehicles, IoT, and other next-generation technologies.",
-1,"The ensuing trade war has resulted in tariffs or bans on imports and exports of various goods and technology transfers ranging from semiconductors to industrial robots and machinery, computer storage devices, electrical components, imaging systems, and networking equipment.",
0,China is accelerating investment in next-generation technologies,
0,"To counter the geopolitical challenge from the US and to reduce its dependence on imported semiconductors, China has set a target to become 70% self-sufficient in semiconductor production in the next ten years.",
1,Why China can lead in IoT,
1,"As chip technology is one of the key enablers for IoT, China is well-positioned to lead in the emerging IoT arena.",
1,GlobalData expects that China will emerge as a key player in chip technology over the next two to three years. ,
-1,"This trade war is impacting many IoT technology leaders (including Amazon, Apple, Cisco, Dell, Google, HPE, Huawei, IBM, Intel, and Microsoft) from a supply chain point of view, and the whole IoT ecosystem from an innovation and R&D point of view.
",
-1,"The problem, many say privately, is that China is far from a  single political entity.",
-1,"※China is making verbal  commitments about what it will do between now and the end of the  year for copyrights, trademarks and patents. But industry is  waiting to see.",
-1, But  controlling IP theft by moving operations or building new ones in  various locations is only part of the problem with China.,
-1,"Once China begins opening the doors on indigenous exports, the  supply chain is expected to become flooded with counterfeit  parts.",
-1,"He noted that his group has been trying to get electronics  manufacturers involved, but so far they have resisted because they  don＊t want to get involved for reasons ranging from quality  control to bad publicity.",
-1,"Instead of meeting its ＆Made in China＊ target of supplying 70% of its domestic chip needs by 2025, China will only be producing 19.4% of its chip requirements by then, says IC Insights.In 2020, IC production in China represented 15.9% of its $143.4 billion IC market, up from 10.2% 10 years earlier in 2010.",
0,IC Insights forecasts that this share will increase by 3.5 percentage points from 2020 to 19.4% in 2025 (a 0.7 percentage point per year gain on average).,
1,"Currently, IC production in China is forecast to exhibit a very strong 2020-2025 CAGR of 13.7%.?",
-1,"However, considering that China-based IC production was only $22.7 billion last year, this growth is starting from a relatively small base.In 2020, SK Hynix, Samsung, Intel, TSMC, and UMC were the major foreign IC manufacturers that had significant IC production in China.",
0,"Even with new IC production being established by China memory startups YMTC and CXMT, IC Insights believes that foreign companies will be a large part of the future IC production base in China.",
-1,Taiwan said on Wednesday its chip companies will adhere to U.S. rules after Washington added seven Chinese supercomputing entities last week to an economic blacklist and after a Taipei-based chipmaker halted orders from one of the entities named.,
-1,"The U.S. Commerce Department said the seven Chinese entities were ""involved with building supercomputers used by China's military actors, its destabilizing military modernisation efforts, and/or weapons of mass destruction programs.""",
0,Companies or others listed on the U.S. Entity List are required to apply for licenses from the Commerce Department that face tough scrutiny when they seek permission to receive items from U.S. suppliers.,
0,"Tech-powerhouse Taiwan's firms are major suppliers of semiconductors globally, and Economy Minister Wang Mei-hua said they would follow Taiwanese and U.S. rules.",
0,The U.S. move came amid its rising tensions with China over Taiwan,
-1,China has never renounced the use of force to bring the democratically ruled island under its control.,
-1,It also came amid a global shortage of semiconductors that has thrust Taiwan centre-stage into the technology supply-chain.,
0,"On Tuesday, Taiwan's Alchip Technologies Ltd said it had stopped production for all products related to Tianjin Phytium Information Technology, which is on the new U.S. list.",
-1,"TSMC said it could not confirm the report, and declined further comment. ",
-1,"TSMC shares were down 0.5% on Wednesday, outperforming a 1.1% fall in the broader Taiwanese stock market.",
0," Chinese smartphone maker Oppo unveiled on Tuesday a new self-developed chip, as the hardware company moves further into the semiconductor sector. ",
0,"The chip, called the MariSilicon X, is a neural processing unit (NPU) that improves images for video and photography taken on smartphones.",
0," It will be manufactured using Taiwan Semiconductor Manufacturing Co Ltd 6-nanometre process technology and will be placed in the company's upcoming Find X series of smartphones, set to hit the market in early 2022. ",
-1,"The chip efforts dovetail with a government push for Chinese companies to boost the country's domestic chip sector, which for decades has lagged behind that of the United States and other East Asian economies. ",
-1,he need for a self-sufficient chip industry came to light last year when U.S. sanctions against Shenzhen-based Huawei Technologies Co Ltd prevented the company from sourcing key components.,
-1,"The measures crippled the company's smartphone division as well as its in-house chip division HiSilicon, once the only Chinese unit developing smartphone processors that could rival those of Qualcomm Inc. ",
-1,after a global shortage hit manufacturing in the wake of the COVID-19 crisis. ,
-1," The Trump administration on Friday moved to block global chip supplies to blacklisted telecoms equipment giant Huawei Technologies, spurring fears of Chinese retaliation and hammering shares of U.S. producers of chipmaking equipment. ",
-1,"A new rule, unveiled by the Commerce Department and first reported by Reuters, expands U.S. authority to require licenses for sales to Huawei of semiconductors made abroad with U.S. technology, vastly expanding its reach to halt exports to the world's No. 2 smartphone maker. ",
0,"""This action puts America first, American companies first, and American national security first,"" a senior Commerce Department official told reporters in a telephone briefing on Friday.",
-1," Huawei, the world's top telecoms equipment maker, did not respond to a request for comment.",
-1," News of the move against the firm hit European stocks as traders sold into the day's gains, while shares of chip equipment makers such as Lam Research and KLA Corp closed down 6.4% and 4.8%, respectively, in U.S. trading.",
-1,"The reaction from China was swift, with a report on Friday by China's Global Times saying Beijing was ready to put U.S. companies on an ""unreliable entity list,"" as part of countermeasures in response to the new limits on Huawei. ",
0," The measures include launching investigations and imposing restrictions on U.S. companies such as Apple Inc, Cisco Systems Inc and Qualcomm Inc, as well as suspending purchases of Boeing Co airplanes, the report said ",
0,"The Commerce Department's rule, effective Friday but with a 120-day grace period, also hits Taiwan Semiconductor Manufacturing Co Ltd, the biggest contract chipmaker and key Huawei supplier, which announced plans to build a U.S.-based plant on Thursday. ",
0, TSMC said on Friday it is "following the U.S. export rule change closely" and working with outside counsel to "conduct legal analysis and ensure a comprehensive examination and interpretation of these rules.",
-1," The department said the rule is aimed at preventing Huawei from continuing to ""undermine"" its status as a blacklisted company, meaning suppliers of U.S.-made sophisticated technology must seek a U.S. government license before selling to it. """,
-1,"There has been a very highly technical loophole through which Huawei has been in able, in effect, to use U.S. technology with foreign fab producers,"" Commerce Secretary Wilbur Ross told Fox Business Network on Friday, calling the rule change a ""highly tailored thing to try to correct that loophole."" ",
0,"The company was added to the Commerce Department's ""entity list"" last year due to national security concerns, amid accusations from Washington that it violated U.S. sanctions on Iran and can spy ",
-1,"Huawei has denied the allegations. Frustration among China hawks in the administration that Huawei's entity listing was not doing enough to curb its access to supplies prompted an effort, first reported by Reuters in November, to crack down on the company that culminated in Friday's rule. ",
0,"While the new rules will apply to chips regardless of their level of sophistication, a senior U.S. State Department official who also briefed reporters Friday opened the door to some flexibility for the company, echoing reprieves granted to Huawei by the Trump administration previously.",
0,"""This is a licensing requirement. It does not necessarily mean that things are denied,"" the official said, adding that the rule gives the U.S. government greater ""visibility"" into the shipments. ",
-1," After essentially barring Huawei from buying from U.S. suppliers, the Commerce Department granted licenses to some of Huawei∩s biggest U.S. partners to continue to sell to the company, while also allowing smaller rural telecoms companies to continue to purchase Huawei equipment to keep their networks up and running",
-1," Huawei, which needs semiconductors for its smartphones and telecoms equipment, has found itself at the heart of a battle for global technological dominance between the United States and China, whose relationship has soured in recent months over the origins of the deadly coronavirus. ",
-1," While the rule change is aimed at squeezing Huawei and will hit the chip foundries it relies on, U.S. manufacturers of chipmaking equipment could face long-term pain, if chipmakers develop new equipment sources beyond the reach of U.S. rules. ",
-1," But for now, most chipmakers rely on equipment produced by U.S. companies such as KLA, Lam Research and Applied Materials , which did not respond to requests for comment. ",
-1,"While some of the complex tools required to make chips come from companies outside the United States, such as Japan's Tokyo Electron and Hitachi and the Netherlands' ASML , analysts say it would be difficult to put together an entire toolchain for making advanced semiconductors without at least some American equipment. ",
-1,"We are concerned this rule may create uncertainty and disruption for the global semiconductor supply chain, but it seems to be less damaging to the U.S. semiconductor industry than the very broad approaches previously considered,"" Semiconductor Industry Association Chief Executive John Neuffer said in a statement. ",
-1,He added that the rule "helps prevent Huawei from undermining U.S. export controls.",
-1,"The goals are ※just ludicrous＃China taking over the rest of the world in IC production is not happening,§ McClean said at an annual talk here.",
0,"In the short term, 2018 will be a good year for the global chip industry, despite the ups and downs of the DRAM market and capital spending, he said.",
-1,The U.S. Commerce Dept. is exploring options for modifying a ban on component suppliers exporting to ZTE that threatened to put the Chinese telecom giant out of business.U.S. ,
-1,"President Donald Trump asked Commerce Dept. Secretary Wilbur Ross to explore ※alternative remedies§ to punish ZTE for violating the terms of a settlement agreement and shipping equipment with U.S. components to Iran and North Korea.ZTE said last week that it had effectively ceased operations after the U.S. ban, which prohibits U.S. component suppliers from selling to ZTE. ",
0, An estimated 25 to 30 percent of the components in ZTE equipment including smartphones and networking equipment are sold by U.S. companies.,
-1,"NAPA, Calif. 〞 The U.S. Commerce Dept. issued an order on Monday banning U.S. companies from selling equipment, software, and materials to Chinese chipmaker Fujian Jinhua Integrated Circuit Co., saying that the company poses a risk to U.S. national security.",
0,The Commerce Dept. said that Fujian Jinhua IC is nearing completion of its DRAM fab in the southern Chinese city of Fujian and that its technology likely originated in the U.S. ,
-1,BRUSSELS 〞 Huawei＊s official opening Tuesday of a brand-new Cyber Security Transparency Center in Brussels 〞 at the nerve center of the EU 〞 might be cynically construed as a desperate effort to save Huawei＊s reputation among European network operators and customers after the waves of bad press that have recently swept over the Chinese company.,
-1,"However, in this case, Huawei was innocent. It had announced plans to inaugurate this center almost a year ago in May.Nonetheless, the timing was both suspicious and fortuitous. ",
0,"As Ken Hu, Huawei＊s Deputy Chairman, aptly noted in his opening remarks, ※Now, it looks like this facility [in Brussels] is more critical than ever before.§",
0,"Alphabet, Google's parent company, has suspended any business with Huawei that requires the transfer of hardware, software and technical services, complying with Trump Administration requirements.",
0,"That includes Android (its smartphone operating system), though not products publicly available via open source licensing.",
-1, Google also will no longer offer tech support and collaboration to Huawei for Android and Google services.,
0,"When Google China was asked about how it will proceed, it responded via email that ""we are complying with the order and reviewing the implications"".",
-1,"Google's move may affect Huawei's overseas smartphone business, as it will lose immediate access to future Android updates, and its next-generation Android smartphones will have to go without popular services such as Google Play Store, Gmail and YouTube.",
-1,"SAN FRANCISCO 〞 Semiconductor industry revenue is on track to decline further than initially expected this year as a combination of factors including memory price declines and the U.S.-China trade war continues to hit the industry harder than originally forecast, according to market research firm Gartner",
-1,".Gartner (Stamford, Conn.) said it now expects chip sales to fall by nearly 10% to $429 billion this year, which would mark the lowest revenue for the industry since 2017. ",
0,"The forecast represents a revision from Gartner＊s previous forecast, issued last quarter, which called for chip sales to decline by 3.4% this year.",
0,"The revised forecast also brings Gartner more in line with some of the other major research firms. Last month, the World Semiconductor Trade Statistics organization issued a revised forecast calling for a 12.4% decline this year.",
-1," IC Insights, IHS Markit and independent semiconductor analyst Mike Cowan have all projected that chip sales will be down between 12.5% and 13% this year.?",
-1,"Semiconductor industry revenue is on track to decline further than initially expected this year as a combination of factors including memory price declines and the U.S.-China trade war continues to hit the industry harder than originally forecast, according to market research firm Gartner.",
-1,"Gartner (Stamford, Conn.) said it now expects chip sales to fall by nearly 10% to $429 billion this year, which would mark the lowest revenue for the industry since 2017. ",
0,"The forecast represents a revision from Gartner＊s previous forecast, issued last quarter, which called for chip sales to decline by 3.4% this year.The revised forecast also brings Gartner more in line with some of the other major research firms.",
-1," Last month, the World Semiconductor Trade Statistics organization issued a revised forecast calling for a 12.4% decline this year. ",
0," IC Insights, IHS Markit and independent semiconductor analyst Mike Cowan have all projected that chip sales will be down between 12.5% and 13% this year.?",
-1,China and the US are set to resume trade talks in Washington on Thursday against a backdrop of heightened diplomatic tension. ???,
-1,???This week the US government blacklisted 28 Chinese entities it said were "implicated" in human rights abuses. ???????,
-1,?The US also imposed additional visa restrictions for Chinese government officials. ?,
-1,"Without progress, the US will increase tariffs on $250bn worth of Chinese goods from 25% to 30% next Tuesday.??",
-1,The latest diplomatic disagreement could complicate the talks. ??,
-1,"?Although many of the blacklisted entities are government security bureaus, the eight companies named include some of China's leaders in artificial intelligence. ??",
-1,"The blacklist could restrict the access of those companies to US microchips, which they currently rely on for many of their products and services. ???",
-1,?The Chinese Embassy in Washington has denounced the visa action and said the US accusations on human rights violations were "made-up pretexts" for interfering in China's affairs.????,
-1,"??US officials have vowed to keep pushing Beijing over its massive security operation in Xinjiang, ",
-1,"We're going to continue to talk about these human rights violations,"" the US Secretary of State, Mike Pompeo, told PBS. ??????",
-1,"??The US Department of Commerce alleges the blacklisted entities are involved in ""repression, mass arbitrary detention, and high-technology surveillance"". ?",
-1,???Human rights groups and the UN say China has rounded up and detained more than a million Uighurs and other mostly Muslim minorities in detention camps. ????,
-1,"?China insists they're ""vocational training centres"" aimed at preventing terrorism, promoting integration into Chinese society and providing employment. ????",
-1,?The US and China have been locked in a long-running trade spat over a variety of thorny issues. ,
-1,"?The US has been demanding better protection for US intellectual property, and an end to both cyber theft and the forced transfer of technology to Chinese firms. ?",
-1,?It also wants China to reduce industrial subsidies and improve access to Chinese markets to US companies. ??,
0,?These talks are the first minister-level negotiations in more than two months.???,
-1,"Many trade experts have low expectations for the talks, suggesting an interim deal might be possible, while a major agreement is unlikely. ??",
-1,"""I think both sides have an impetus to get to that table. The question is whether there can be a mini-deal that comes out of it. Certainly nothing comprehensive,"" said Sherry Madera, a former Minister-Counsellor at the British Embassy in Beijing. ",
0,"?Former Deputy Assistant US Trade Representative Matt Gold said that if the talks went well, China might make additional agricultural purchases and the US might push back its planned tariff hike. ???",
-1,But he said neither Chinese President Xi Jinping nor US President Donald Trump seem to think ending their trade dispute is urgent. ???,
-1,"?For Mr Trump, it is an issue he can use in the upcoming Presidential election, while for Mr Xi, it's a waiting game, Mr Gold said. ????",
0,US President Donald Trump sounded an optimistic note at the end of the first day of US-China trade talks in Washington DC. ?,
1,"?""We had a very, very good negotiation with China,"" Mr Trump told reporters after the talks wrapped up.????",
0,Mr Trump will meet directly with Vice Premier Liu He at the White House on Friday. ???,
0,??Earlier reports suggested the Chinese delegation might leave after the first day of talks. ?,
0,?Asian markets followed Wall Street higher after Mr Trump's comments.?????,
-1,"?Thursday's talks kicked off amid a backdrop of renewed tensions, as the US blacklisted 28 Chinese entities over human rights concerns. ??????",
0,They were the first high-level negotiations in more than two months. ????,
0,?US Treasury Secretary Steven Mnuchin and US Trade Representative Robert Lighthizer met Mr Liu and other Chinese officials. ???,
0,"??""The Chinese side came with great sincerity, willing to cooperate with the US on the trade balance, market access and investor protection,"" Mr Liu told the official Xinhua news agency.",
-1,"?Earlier in the week, the US government blacklisted 28 Chinese entities it said were ""implicated"" in human rights abuses, and imposed additional visa restrictions for Chinese government officials.????",
-1,?The Chinese Embassy in Washington denounced the visa action and said the US accusations on human rights violations were "made-up pretexts" for interfering in China's affairs.?,
-1,"??Although many of the blacklisted entities are government security bureaus, the eight companies named include some of China's leaders in artificial intelligence.??????",
-1,"????The blacklist could restrict the access of those companies to US microchips, which they currently rely on for many of their products and services.?????",
-1,Human rights groups and the UN say China has rounded up and detained more than a million Uighurs and other mostly Muslim minorities in detention camps in Xinjiang province.?,
-1,"?Although officials are speaking positively about the meeting, few expect more than incremental progress. ??",
0,"???""I think China's looking for a trade truce,"" said Einar Tangen, a former economic adviser to the Chinese government. ",
0,"???""At this point, it's not clear that there will ever be any kind of big breakthrough. The idea in Beijing is that they will never allow Chinese policy to be made in Washington DC.""??????",
-1,?The US and China have been locked in a long-running trade spat over a variety of issues.??,
-1,"Over the past 15 months, the world's two largest economies have imposed tariffs on billions of dollars worth of each other's goods.??",
-1,"??The US has been demanding better protection for US intellectual property, and an end to both cyber theft and the forced transfer of technology to Chinese firms.??",
-1,??It also wants China to reduce industrial subsidies and improve access to Chinese markets to US companies.???????,
0, A U.S.-based foundation overseeing promising semiconductor technology developed with Pentagon support will soon move to Switzerland after several of the group＊s foreign members raised concerns about potential U.S. trade curbs. ????,
0,"???The nonprofit RISC-V Foundation (pronounced risk-five) wants to ensure that universities, governments and companies outside the United States can help develop its open-source technology, its Chief Executive Calista Redmond said in an interview with Reuters. ",
0,??She said the foundation＊s global collaboration has faced no restrictions to date but members are ※concerned about possible geopolitical disruption.§ ???,
0,"?※From around the world, we＊ve heard that ＆If the incorporation was not in the U.S., we would be a lot more comfortable＊,§ she said. Redmond said the foundation＊s board of directors approved the move unanimously but declined to disclose which members prompted it. ",
0,"?Created in 2015, the RISC-V Foundation sets standards for the core chip architecture and controls who can use the RISC-V trademark on products, as other organizations do for Wi-Fi and Bluetooth chips. ",
0,"?More than 325 companies or other entities pay to be members, including U.S. and European chip suppliers such as Qualcomm Inc (QCOM.O) and NXP Semiconductors (NXPI.O), as well as China＊s Alibaba Group Holding Ltd (BABA.N) and Huawei Technologies Co Ltd [HWT.UL]. ?????",
-1,"?The foundation＊s move from Delaware to Switzerland may foreshadow further technology flight because of U.S. restrictions on dealing with some Chinese technology companies, said William Reinsch, who was undersecretary of commerce for export administration in the Clinton administration. ?",
0,??※There is a message for the government. ,
0,"The message is, if you clamp down on things too tightly this is what is going to happen. In a global supply chain world, companies have choices, and one choice is to go overseas,§",
0,"In a statement to Reuters, the U.S. Department of Commerce said its controls were designed to safeguard U.S. national security and to ※ensure bad actors cannot acquire technology that harms U.S. citizens or interests, while promoting innovation to fuel continued American technological leadership.§ ",
0,The lawmakers warn that the foundation＊s Chinese members could influence the technology＊s development to help China＊s semiconductor industry. ?,
